Accession,Rep, Perimeter,  Area,  Width Mid-height,  Maximum Width,  Height Mid-width,  Maximum Height,  Curved Height,  Fruit Shape Index External I,  Fruit Shape Index External II,  Curved Fruit Shape Index,  Proximal Fruit Blockiness,  Distal Fruit Blockiness,  Fruit Shape Triangle,  Ellipsoid,  Circular,  Rectangular,  Shoulder Height,  Proximal Angle Micro,  Proximal Angle Macro,  Proximal Indentation Area,  Distal Angle Micro,  Distal Angle Macro,  Distal Indentation Area,  Distal End Protrusion,  Obovoid,  Ovoid,  V. Asymmetry,  H. Asymmetry.ob,  H. Asymmetry.ov,  Width Widest Pos,  Eccentricity,  Proximal Eccentricity,  Distal Eccentricity,  Fruit Shape Index Internal,  Eccentricity Area Index,  Average Red,  Average Green,  Average Blue,  Average Luminosity,  Average L Value,  Average a Value,  Average b Value,  Average Hue,  Average Chroma, Lobedness Degree,  Pericarp Area,  Pericarp Thickness
LYC-1,4,206.6662025,2934.667966,64.262,64.60066667,53.17066667,56.896,56.87958313,0.8807,0.8274,0.8914,0.7299,0.585,1.2477,0.0291,0.0514,0.525,0.0536,224.7,205.8,0.1324,169.8,148.2,0,0,0,0.1671,0.0511,0,0.1889,0.4598,0.7481,0.8901,0.8885,0.8284,0.4164,112.0672,51.0756,39.6644,71.3725,31.2643,28.7334,22.623,38.2148,36.5706,1.0048,0.6411,0.2003
LYC-2,4,325.7821611,6679.793092,101.9386667,102.5313333,68.58,81.11066667,83.39725933,0.7911,0.6728,0.8178,0.8189,0.6221,1.3164,0.0555,0.1052,0.5652,0.1013,245.9,248.1,0.2407,172.7,168.8,0,0,0,0.2016,0.1306,0,0.4377,0.4259,0.6771,0.8913,0.8889,0.6736,0.4746,141.6549,66.0091,49.3041,89.8593,40.4053,33.3117,30.0351,42.039,44.8529,.,.,.
LYC-3,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-5,4,260.3936118,3777.913591,87.884,88.05333333,42.418,53.848,56.96756873,0.6115,0.4827,0.6482,0.8237,0.6859,1.2008,0.0802,0.2015,0.6063,0.1431,195.6,249.5,0.4924,0,166.950,0.0437,0.0743,0,0.1793,0.0938,0,0.2633,0.4654,0.6299,0.8889,0.8889,0.4819,0.5052,149.7095,78.9711,55.2502,96.5746,45.0754,29.4236,32.8064,48.1114,44.0682,.,.,.
LYC-6,4,268.6484001,4687.610696,81.44933333,81.44933333,63.83866667,70.358,70.94925273,0.8638,0.7838,0.872,0.6933,0.711,0.9751,0.038,0.0631,0.5637,0.0628,241,212.9,0.114,170.3,169.3,0,0,0.118,0,0.1503,0.1136,0,0.5018,0.7253,0.8892,0.8879,0.7839,0.4447,136.6256,59.2256,44.1668,85.0679,37.7213,34.9394,29.6335,40.3027,45.8138,.,.,.
LYC-7,4,256.4889714,4459.001835,77.47,77.724,66.63266667,71.12,71.99486913,0.915,0.8601,0.9303,0.6962,0.6536,1.0652,0.0254,0.0387,0.5435,0.0417,237.6,198.1,0.0787,163.2,157.6,0,0,0,0.1369,0.0625,0,0.1096,0.4643,0.7485,0.8908,0.887,0.8603,0.4212,170.9443,124.1804,58.821,108.125,59.4042,11.4662,50.0777,77.1034,51.3736,2.057,0.6203,0.2119
LYC-8,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-9,4,338.4296423,6140.991302,106.8493333,109.0506667,57.74266667,75.946,78.8843736,0.6964,0.5404,0.7371,0.809,0.5674,1.426,0.0866,0.1743,0.5123,0.0904,232.5,230.1,0.3381,182.600,169.433,0.0298,0.0048,0,0.2269,0.543,0,0.4735,0.3913,0.6071,0.8718,0.8846,0.5397,0.4973,176.971,170.2621,101.0543,131.0369,73.6898,-10.1603,44.3303,102.909,45.4797,.,.,.
LYC-10,4,288.8894993,5156.068541,90.84733333,92.62533333,58.25066667,72.136,72.07159407,0.7788,0.6412,0.7889,0.8164,0.5219,1.5643,0.0625,0.1142,0.5223,0.1338,298.7,253.2,0.2694,208.7,157.8,0.0386,0.0065,0,0.2433,0.19,0,0.4587,0.4131,0.6463,0.89,0.8842,0.6425,0.4859,140.5725,69.423,53.2621,91.1994,40.8716,31.2333,27.8272,41.6993,41.8314,.,.,.
LYC-11,4,148.4909146,1474.83576,48.42933333,48.768,33.61266667,37.338,37.9840236,0.7656,0.6941,0.7857,0.7605,0.6346,1.1983,0.0451,0.0996,0.5537,0.0726,237.9,222.8,0.1882,180,170.1,0,0.0076,0,0.1393,0.0654,0,0.1314,0.4762,0.7182,0.8901,0.8852,0.693,0.4499,120.9955,57.8706,39.7084,75.6213,34.5734,28.5084,27.7536,44.2314,39.7868,.,.,.
LYC-12,4,148.9677911,1513.337475,39.28533333,39.37,43.34933333,45.974,46.52837193,1.1677,1.1034,1.1869,0.7716,0.6379,1.2095,0.0364,0.0576,0.5669,0.0479,249.4,183.3,0.0924,168.5,144.2,0,0,0,0.094,0.0704,0,0.1036,0.5322,0.7528,0.8889,0.887,1.1027,0.4384,126.3383,57.5742,42.2096,79.2939,35.3079,31.2749,27.1284,40.9389,41.4013,.,.,.
LYC-13,4,203.6246457,2652.553835,55.118,55.20266667,55.96466667,59.01266667,61.04060267,1.069,1.0154,1.1006,0.7281,0.6559,1.1101,0.0367,0.0435,0.5397,0.0376,239.7,195.5,0.0364,164.330,159.8,0.0146,0.045,0,0.1357,0.0951,0,0.1359,0.4692,0.7586,0.8904,0.8874,1.0154,0.4172,127.0599,57.1066,42.302,79.6918,35.421,31.8085,27.3794,40.7204,41.9691,1.3572,0.5143,0.2814
LYC-14,4,226.0590009,3384.889288,69.342,71.45866667,57.404,61.29866667,62.42069473,0.8578,0.8278,0.9167,0.812,0.464,1.75,0.0473,0.0674,0.5086,0.0518,238.1,204.9,0.1262,151.1,125.8,0,0,0,0.2873,0.1077,0,0.3785,0.3729,0.7497,0.89,0.8885,0.8287,0.4104,134.2899,57.1516,41.8116,82.8661,36.8973,34.8658,29.939,40.6525,45.9562,1.3868,0.5889,0.2314
LYC-15,4,161.0541525,1739.071791,42.672,42.926,46.65133333,49.61466667,50.12109187,1.1558,1.0933,1.1769,0.7798,0.621,1.2556,0.0393,0.058,0.5587,0.036,251.8,186.1,0.0658,171.3,146.6,0,0,0,0.1823,0.0666,0,0.1482,0.442,0.7521,0.8889,0.8871,1.0945,0.4274,140.4897,68.5362,48.9228,89.1398,40.7241,31.3884,30.8359,44.4912,44.0009,2.2963,0.5584,0.2509
LYC-16,4,186.6346703,2420.074013,55.28733333,55.79533333,50.96933333,53.42466667,54.5887148,0.9575,0.9219,0.9889,0.7458,0.5896,1.2649,0.0272,0.0281,0.5278,0.0428,222.1,190,0.0591,171.9,154.8,0,0,0,0.1717,0.0482,0,0.1612,0.4532,0.7619,0.8905,0.8872,0.9231,0.4193,102.8719,56.2754,42.7273,68.4994,31.0157,21.1868,19.6456,42.8384,28.8934,.,.,.
LYC-17,4,280.5434233,4564.886928,94.996,95.16533333,46.99,61.80666667,64.7039854,0.6495,0.4947,0.6811,0.7326,0.6613,1.1078,0.0749,0.1872,0.5205,0.1192,262.2,268.1,0.242,3.2,174.4,0.036,0.0686,0.0913,0,0.3765,0.3158,0,0.4781,0.6063,0.8893,0.8858,0.4933,0.5116,146.0949,70.1168,49.6381,92.1182,42.1577,32.7785,32.3079,44.5858,46.0242,2.1738,0.7185,0.1505
LYC-18,4,186.4512315,2387.106337,55.54133333,55.626,49.10666667,51.816,52.38542567,0.9315,0.8841,0.9446,0.7424,0.6631,1.1195,0.0267,0.0337,0.5659,0.0392,255,189.1,0.0621,171.2,160.2,0,0,0,0.1123,0.0351,0,0.0824,0.4869,0.7594,0.8906,0.8889,0.8855,0.4266,134.1893,66.1873,48.5603,85.9663,38.9196,30.0122,28.0682,43.083,41.0921,0.9047,0.5584,0.2513
LYC-19,4,168.3821626,1933.931616,52.66266667,53.00133333,42.33333333,45.63533333,46.93560167,0.861,0.8039,0.8974,0.7283,0.6061,1.2016,0.03,0.0574,0.5286,0.0391,247.2,200.1,0.0641,171.4,156.4,0,0,0,0.1562,0.0574,0,0.1394,0.4508,0.7435,0.8909,0.8889,0.8065,0.4224,132.4095,75.2672,47.18,84.5118,40.7849,23.4449,31.497,53.3377,39.2648,0.4278,0.559,0.2511
LYC-20,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-21,4,330.4518918,6534.617755,106.5106667,106.68,62.56866667,77.38533333,77.77564667,0.7254,0.5874,0.7419,0.7862,0.6375,1.2332,0.0643,0.1435,0.558,0.1193,254.7,253.5,0.3027,198.2,160.266,0.0569,0.0106,0,0.1379,0.3285,0,0.356,0.4847,0.6462,0.8899,0.8872,0.5865,0.4886,145.0852,68.1732,55.1262,94.2013,41.4959,34.1326,27.618,38.9777,43.9066,.,.,.
LYC-22,4,104.0647991,766.0056364,30.734,30.734,30.226,31.242,31.71481253,1.0165,0.9835,1.0347,0.6446,0.6198,1.04,0.0127,0.0153,0.5105,0.0259,208.3,169.8,0.0924,164.9,153.3,0,0,0,0.1039,0.0195,0,0.0234,0.4905,0.7717,0.8931,0.8847,0.9861,0.3988,118.3686,105.9287,59.6211,83.7873,47.7602,-2.555,32.517,94.4928,32.6172,1.2458,0.5557,0.2522
LYC-23,4,114.4302343,889.5752818,35.22133333,35.814,28.78666667,30.90333333,31.96116713,0.8629,0.8173,0.9078,0.7644,0.5938,1.2874,0.0296,0.0504,0.5338,0.0425,236.8,195,0.055,175.4,156.9,0.0027,0.0058,0,0.1984,0.0228,0,0.1038,0.4274,0.7473,0.8918,0.8889,0.8193,0.4285,72.1635,51.3219,36.5304,51.1547,24.7005,8.5536,13.9173,58.4249,16.3357,0.4534,0.556,0.2527
LYC-24,4,116.2673739,902.8727462,28.78666667,29.04066667,39.37,40.30133333,40.45634953,1.3878,1.3676,1.4095,0.7324,0.4676,1.566,0.0369,0.1026,0.5075,0.0169,202.6,162.9,0.0352,120.7,111,0,0,0,0.1757,0.0356,0,0.1449,0.4748,0.7789,0.8894,0.8852,1.3603,0.3724,127.6809,70.9871,51.6119,84.3685,39.0349,24.4099,25.7934,46.5785,35.5126,0.7289,0.5845,0.2315
LYC-25,4,91.34717993,584.9737404,25.654,25.82333333,27.34733333,27.85533333,28.41398093,1.0787,1.066,1.0644,0.7096,0.6271,1.1316,0.0205,0.0359,0.5314,0.0198,206.1,168.4,0.0249,167.9,143.1,0,0,0,0.1379,0.0237,0,0.0387,0.4742,0.7805,0.8889,0.8828,1.0667,0.4087,119.4198,67.7925,43.6501,76.7446,36.8291,21.7738,27.8782,52.009,35.3736,0.8782,0.5552,0.2546
LYC-26,4,57.567068,233.6267729,17.94933333,17.94933333,15.83266667,16.256,19.40589633,0.9057,0.8821,1.0862,0.7123,0.5566,1.2797,0.0221,0.0408,0.5164,0.0291,209.6,170.9,0.0377,165.7,150.2,0,0,0,0.1443,0.0196,0,0.041,0.4531,0.7749,0.8916,0.881,0.881,0.4008,90.6913,89.6672,55.593,69.9797,39.7228,-6.1425,22.7843,105.0879,23.5978,1.8828,0.5593,0.2529
LYC-27,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6236,0.5531,0.252
LYC-28,4,87.33277767,531.3609444,26.33133333,26.75466667,23.70666667,24.55333333,25.49404773,0.9177,0.9003,0.9713,0.7363,0.6013,1.2246,0.0249,0.0322,0.5342,0.0276,214.1,166.600,0.027,172.6,146.5,0,0,0,0.1815,0.0292,0,0.0699,0.4276,0.7751,0.8924,0.8889,0.9032,0.4114,105.2233,54.6586,39.6475,68.1654,30.979,23.218,21.9006,43.3275,31.9173,.,.,.
LYC-29,4,72.11976093,359.6480262,22.352,22.43666667,19.304,19.98133333,21.32648347,0.8906,0.8636,0.9541,0.7159,0.6212,1.1524,0.0221,0.044,0.5366,0.0405,212.5,165.066,0.0799,163.3,152,0,0,0,0.113,0.0154,0,0.0322,0.5127,0.7745,0.8922,0.8878,0.8667,0.4017,99.147,49.4545,35.4604,63.3331,28.4917,23.3429,21.0795,42.0833,31.4521,.,.,.
LYC-30,4,76.2283718,380.7304213,22.01333333,22.352,19.89666667,21.25133333,22.30065813,0.9508,0.9038,1.013,0.6962,0.6231,1.1173,0.023,0.028,0.5391,0.0518,246.2,166.300,0.0702,171.2,141.3,0,0,0,0.158,0.0167,0,0.0421,0.4223,0.744,0.89,0.8815,0.8942,0.4279,112.7094,97.5178,51.3516,77.2511,44.5898,-0.8769,33.1215,91.5166,33.1331,1.2204,0.5533,0.254
LYC-31,4,104.2611241,762.7368258,32.004,32.258,27.60133333,28.61733333,30.2295814,0.8871,0.8624,0.9385,0.746,0.6667,1.119,0.0253,0.044,0.5494,0.0237,211.4,177.8,0.0288,172.7,158,0,0,0,0.1621,0.0341,0,0.0517,0.4349,0.7715,0.8904,0.8874,0.8609,0.4204,104.6937,54.8329,36.519,66.4634,30.9065,22.5519,24.1503,46.9602,33.0428,0.7987,0.5851,0.2335
