LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
179,3,53.5541,199.8777,16.51,16.51,14.3087,14.732,16.4352,0.8923,0.8667,1.0006,0.6872,0.6718,1.0229,0.0241,0.0447,0.5358,0.0347,210.8,0.5,0.0387,162.8,163,0.009,0.0387,0.0892,0,0.0172,0.018,0,0.477,0.7746,0.8933,0.8816,0.8701,0.4187,128.7961,56.3065,43.709,81.1765,35.7106,33.1563,26.6768,38.8194,42.5558,1.3046,0.5612,0.2471
180,3,49.4986,169.7918,15.494,15.6633,12.954,13.5467,14.6729,0.8649,0.8361,0.9522,0.6667,0.6557,1.0167,0.0237,0.0591,0.5182,0.0281,200.5,176.8,0.0464,173.4,162.4,0,0,0.0928,0,0.033,0.0295,0,0.4625,0.7547,0.8889,0.8759,0.8333,0.427,92.264,96.6422,62.0859,75.5482,42.2074,-9.2998,22.1151,112.8075,23.9909,1.5103,0.6087,0.2126
1,4,206.6662025,2934.667966,64.262,64.60066667,53.17066667,56.896,56.87958313,0.8807,0.8274,0.8914,0.7299,0.585,1.2477,0.0291,0.0514,0.525,0.0536,224.7,205.8,0.1324,169.8,148.2,0,0,0,0.1671,0.0511,0,0.1889,0.4598,0.7481,0.8901,0.8885,0.8284,0.4164,112.0672,51.0756,39.6644,71.3725,31.2643,28.7334,22.623,38.2148,36.5706,1.0048,0.6411,0.2003
2,4,325.7821611,6679.793092,101.9386667,102.5313333,68.58,81.11066667,83.39725933,0.7911,0.6728,0.8178,0.8189,0.6221,1.3164,0.0555,0.1052,0.5652,0.1013,245.9,248.1,0.2407,172.7,168.8,0,0,0,0.2016,0.1306,0,0.4377,0.4259,0.6771,0.8913,0.8889,0.6736,0.4746,141.6549,66.0091,49.3041,89.8593,40.4053,33.3117,30.0351,42.039,44.8529,NA,NA,NA
3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,260.3936118,3777.913591,87.884,88.05333333,42.418,53.848,56.96756873,0.6115,0.4827,0.6482,0.8237,0.6859,1.2008,0.0802,0.2015,0.6063,0.1431,195.6,249.5,0.4924,0,166.95,0.0437,0.0743,0,0.1793,0.0938,0,0.2633,0.4654,0.6299,0.8889,0.8889,0.4819,0.5052,149.7095,78.9711,55.2502,96.5746,45.0754,29.4236,32.8064,48.1114,44.0682,NA,NA,NA
6,4,268.6484001,4687.610696,81.44933333,81.44933333,63.83866667,70.358,70.94925273,0.8638,0.7838,0.872,0.6933,0.711,0.9751,0.038,0.0631,0.5637,0.0628,241,212.9,0.114,170.3,169.3,0,0,0.118,0,0.1503,0.1136,0,0.5018,0.7253,0.8892,0.8879,0.7839,0.4447,136.6256,59.2256,44.1668,85.0679,37.7213,34.9394,29.6335,40.3027,45.8138,NA,NA,NA
7,4,256.4889714,4459.001835,77.47,77.724,66.63266667,71.12,71.99486913,0.915,0.8601,0.9303,0.6962,0.6536,1.0652,0.0254,0.0387,0.5435,0.0417,237.6,198.1,0.0787,163.2,157.6,0,0,0,0.1369,0.0625,0,0.1096,0.4643,0.7485,0.8908,0.887,0.8603,0.4212,170.9443,124.1804,58.821,108.125,59.4042,11.4662,50.0777,77.1034,51.3736,2.057,0.6203,0.2119
8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,338.4296423,6140.991302,106.8493333,109.0506667,57.74266667,75.946,78.8843736,0.6964,0.5404,0.7371,0.809,0.5674,1.426,0.0866,0.1743,0.5123,0.0904,232.5,230.1,0.3381,182.6,169.433,0.0298,0.0048,0,0.2269,0.543,0,0.4735,0.3913,0.6071,0.8718,0.8846,0.5397,0.4973,176.971,170.2621,101.0543,131.0369,73.6898,-10.1603,44.3303,102.909,45.4797,NA,NA,NA
10,4,288.8894993,5156.068541,90.84733333,92.62533333,58.25066667,72.136,72.07159407,0.7788,0.6412,0.7889,0.8164,0.5219,1.5643,0.0625,0.1142,0.5223,0.1338,298.7,253.2,0.2694,208.7,157.8,0.0386,0.0065,0,0.2433,0.19,0,0.4587,0.4131,0.6463,0.89,0.8842,0.6425,0.4859,140.5725,69.423,53.2621,91.1994,40.8716,31.2333,27.8272,41.6993,41.8314,NA,NA,NA
11,4,148.4909146,1474.83576,48.42933333,48.768,33.61266667,37.338,37.9840236,0.7656,0.6941,0.7857,0.7605,0.6346,1.1983,0.0451,0.0996,0.5537,0.0726,237.9,222.8,0.1882,180,170.1,0,0.0076,0,0.1393,0.0654,0,0.1314,0.4762,0.7182,0.8901,0.8852,0.693,0.4499,120.9955,57.8706,39.7084,75.6213,34.5734,28.5084,27.7536,44.2314,39.7868,NA,NA,NA
12,4,148.9677911,1513.337475,39.28533333,39.37,43.34933333,45.974,46.52837193,1.1677,1.1034,1.1869,0.7716,0.6379,1.2095,0.0364,0.0576,0.5669,0.0479,249.4,183.3,0.0924,168.5,144.2,0,0,0,0.094,0.0704,0,0.1036,0.5322,0.7528,0.8889,0.887,1.1027,0.4384,126.3383,57.5742,42.2096,79.2939,35.3079,31.2749,27.1284,40.9389,41.4013,NA,NA,NA
13,4,203.6246457,2652.553835,55.118,55.20266667,55.96466667,59.01266667,61.04060267,1.069,1.0154,1.1006,0.7281,0.6559,1.1101,0.0367,0.0435,0.5397,0.0376,239.7,195.5,0.0364,164.33,159.8,0.0146,0.045,0,0.1357,0.0951,0,0.1359,0.4692,0.7586,0.8904,0.8874,1.0154,0.4172,127.0599,57.1066,42.302,79.6918,35.421,31.8085,27.3794,40.7204,41.9691,1.3572,0.5143,0.2814
14,4,226.0590009,3384.889288,69.342,71.45866667,57.404,61.29866667,62.42069473,0.8578,0.8278,0.9167,0.812,0.464,1.75,0.0473,0.0674,0.5086,0.0518,238.1,204.9,0.1262,151.1,125.8,0,0,0,0.2873,0.1077,0,0.3785,0.3729,0.7497,0.89,0.8885,0.8287,0.4104,134.2899,57.1516,41.8116,82.8661,36.8973,34.8658,29.939,40.6525,45.9562,1.3868,0.5889,0.2314
15,4,161.0541525,1739.071791,42.672,42.926,46.65133333,49.61466667,50.12109187,1.1558,1.0933,1.1769,0.7798,0.621,1.2556,0.0393,0.058,0.5587,0.036,251.8,186.1,0.0658,171.3,146.6,0,0,0,0.1823,0.0666,0,0.1482,0.442,0.7521,0.8889,0.8871,1.0945,0.4274,140.4897,68.5362,48.9228,89.1398,40.7241,31.3884,30.8359,44.4912,44.0009,2.2963,0.5584,0.2509
16,4,186.6346703,2420.074013,55.28733333,55.79533333,50.96933333,53.42466667,54.5887148,0.9575,0.9219,0.9889,0.7458,0.5896,1.2649,0.0272,0.0281,0.5278,0.0428,222.1,190,0.0591,171.9,154.8,0,0,0,0.1717,0.0482,0,0.1612,0.4532,0.7619,0.8905,0.8872,0.9231,0.4193,102.8719,56.2754,42.7273,68.4994,31.0157,21.1868,19.6456,42.8384,28.8934,NA,NA,NA
17,4,280.5434233,4564.886928,94.996,95.16533333,46.99,61.80666667,64.7039854,0.6495,0.4947,0.6811,0.7326,0.6613,1.1078,0.0749,0.1872,0.5205,0.1192,262.2,268.1,0.242,3.2,174.4,0.036,0.0686,0.0913,0,0.3765,0.3158,0,0.4781,0.6063,0.8893,0.8858,0.4933,0.5116,146.0949,70.1168,49.6381,92.1182,42.1577,32.7785,32.3079,44.5858,46.0242,2.1738,0.7185,0.1505
18,4,186.4512315,2387.106337,55.54133333,55.626,49.10666667,51.816,52.38542567,0.9315,0.8841,0.9446,0.7424,0.6631,1.1195,0.0267,0.0337,0.5659,0.0392,255,189.1,0.0621,171.2,160.2,0,0,0,0.1123,0.0351,0,0.0824,0.4869,0.7594,0.8906,0.8889,0.8855,0.4266,134.1893,66.1873,48.5603,85.9663,38.9196,30.0122,28.0682,43.083,41.0921,0.9047,0.5584,0.2513
19,4,168.3821626,1933.931616,52.66266667,53.00133333,42.33333333,45.63533333,46.93560167,0.861,0.8039,0.8974,0.7283,0.6061,1.2016,0.03,0.0574,0.5286,0.0391,247.2,200.1,0.0641,171.4,156.4,0,0,0,0.1562,0.0574,0,0.1394,0.4508,0.7435,0.8909,0.8889,0.8065,0.4224,132.4095,75.2672,47.18,84.5118,40.7849,23.4449,31.497,53.3377,39.2648,0.4278,0.559,0.2511
20,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,4,330.4518918,6534.617755,106.5106667,106.68,62.56866667,77.38533333,77.77564667,0.7254,0.5874,0.7419,0.7862,0.6375,1.2332,0.0643,0.1435,0.558,0.1193,254.7,253.5,0.3027,198.2,160.266,0.0569,0.0106,0,0.1379,0.3285,0,0.356,0.4847,0.6462,0.8899,0.8872,0.5865,0.4886,145.0852,68.1732,55.1262,94.2013,41.4959,34.1326,27.618,38.9777,43.9066,NA,NA,NA
22,4,104.0647991,766.0056364,30.734,30.734,30.226,31.242,31.71481253,1.0165,0.9835,1.0347,0.6446,0.6198,1.04,0.0127,0.0153,0.5105,0.0259,208.3,169.8,0.0924,164.9,153.3,0,0,0,0.1039,0.0195,0,0.0234,0.4905,0.7717,0.8931,0.8847,0.9861,0.3988,118.3686,105.9287,59.6211,83.7873,47.7602,-2.555,32.517,94.4928,32.6172,1.2458,0.5557,0.2522
23,4,114.4302343,889.5752818,35.22133333,35.814,28.78666667,30.90333333,31.96116713,0.8629,0.8173,0.9078,0.7644,0.5938,1.2874,0.0296,0.0504,0.5338,0.0425,236.8,195,0.055,175.4,156.9,0.0027,0.0058,0,0.1984,0.0228,0,0.1038,0.4274,0.7473,0.8918,0.8889,0.8193,0.4285,72.1635,51.3219,36.5304,51.1547,24.7005,8.5536,13.9173,58.4249,16.3357,0.4534,0.556,0.2527
24,4,116.2673739,902.8727462,28.78666667,29.04066667,39.37,40.30133333,40.45634953,1.3878,1.3676,1.4095,0.7324,0.4676,1.566,0.0369,0.1026,0.5075,0.0169,202.6,162.9,0.0352,120.7,111,0,0,0,0.1757,0.0356,0,0.1449,0.4748,0.7789,0.8894,0.8852,1.3603,0.3724,127.6809,70.9871,51.6119,84.3685,39.0349,24.4099,25.7934,46.5785,35.5126,0.7289,0.5845,0.2315
25,4,91.34717993,584.9737404,25.654,25.82333333,27.34733333,27.85533333,28.41398093,1.0787,1.066,1.0644,0.7096,0.6271,1.1316,0.0205,0.0359,0.5314,0.0198,206.1,168.4,0.0249,167.9,143.1,0,0,0,0.1379,0.0237,0,0.0387,0.4742,0.7805,0.8889,0.8828,1.0667,0.4087,119.4198,67.7925,43.6501,76.7446,36.8291,21.7738,27.8782,52.009,35.3736,0.8782,0.5552,0.2546
26,4,57.567068,233.6267729,17.94933333,17.94933333,15.83266667,16.256,19.40589633,0.9057,0.8821,1.0862,0.7123,0.5566,1.2797,0.0221,0.0408,0.5164,0.0291,209.6,170.9,0.0377,165.7,150.2,0,0,0,0.1443,0.0196,0,0.041,0.4531,0.7749,0.8916,0.881,0.881,0.4008,90.6913,89.6672,55.593,69.9797,39.7228,-6.1425,22.7843,105.0879,23.5978,1.8828,0.5593,0.2529
27,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6236,0.5531,0.252
28,4,87.33277767,531.3609444,26.33133333,26.75466667,23.70666667,24.55333333,25.49404773,0.9177,0.9003,0.9713,0.7363,0.6013,1.2246,0.0249,0.0322,0.5342,0.0276,214.1,166.6,0.027,172.6,146.5,0,0,0,0.1815,0.0292,0,0.0699,0.4276,0.7751,0.8924,0.8889,0.9032,0.4114,105.2233,54.6586,39.6475,68.1654,30.979,23.218,21.9006,43.3275,31.9173,NA,NA,NA
29,4,72.11976093,359.6480262,22.352,22.43666667,19.304,19.98133333,21.32648347,0.8906,0.8636,0.9541,0.7159,0.6212,1.1524,0.0221,0.044,0.5366,0.0405,212.5,165.066,0.0799,163.3,152,0,0,0,0.113,0.0154,0,0.0322,0.5127,0.7745,0.8922,0.8878,0.8667,0.4017,99.147,49.4545,35.4604,63.3331,28.4917,23.3429,21.0795,42.0833,31.4521,NA,NA,NA
30,4,76.2283718,380.7304213,22.01333333,22.352,19.89666667,21.25133333,22.30065813,0.9508,0.9038,1.013,0.6962,0.6231,1.1173,0.023,0.028,0.5391,0.0518,246.2,166.3,0.0702,171.2,141.3,0,0,0,0.158,0.0167,0,0.0421,0.4223,0.744,0.89,0.8815,0.8942,0.4279,112.7094,97.5178,51.3516,77.2511,44.5898,-0.8769,33.1215,91.5166,33.1331,1.2204,0.5533,0.254
31,4,104.2611241,762.7368258,32.004,32.258,27.60133333,28.61733333,30.2295814,0.8871,0.8624,0.9385,0.746,0.6667,1.119,0.0253,0.044,0.5494,0.0237,211.4,177.8,0.0288,172.7,158,0,0,0,0.1621,0.0341,0,0.0517,0.4349,0.7715,0.8904,0.8874,0.8609,0.4204,104.6937,54.8329,36.519,66.4634,30.9065,22.5519,24.1503,46.9602,33.0428,0.7987,0.5851,0.2335
32,4,106.1854197,665.2459813,21.25133333,22.352,39.79333333,39.96266667,41.54179313,1.7879,1.8725,1.9274,0.5139,0.753,0.6825,0.0703,0.2049,0.435,0,126.2,80.1,0,152,124.1,0,0,0.3126,0,0.0317,0.2723,0,0.6377,0.7983,0.8889,0.8889,1.88,0.3636,129.5136,113.4153,59.1511,88.7942,51.3837,-1.9721,38.0272,92.9687,38.0783,1.2313,0.5555,0.2531
33,4,55.14328147,202.322176,17.44133333,17.44133333,13.12333333,14.39333333,16.21197333,0.8252,0.7524,0.934,0.7184,0.6408,1.1212,0.0342,0.0767,0.5525,0.0679,207.1,221,0.1672,171.1,159.7,0.0043,0.0053,0,0.1097,0.0175,0,0.0258,0.5,0.7219,0.8905,0.8777,0.7439,0.4432,88.2698,92.8837,52.7268,69.3002,40.5145,-9.9521,25.9005,111.019,27.7467,2.9225,0.5513,0.2514
34,4,219.5631287,3264.559779,68.326,68.49533333,55.626,59.69,60.4478852,0.8714,0.8141,0.9053,0.7485,0.5936,1.261,0.034,0.0568,0.5239,0.0631,222.5,206.3,0.1262,178.2,159.6,0.0095,0.0212,0,0.1647,0.1268,0,0.2057,0.4638,0.7443,0.8881,0.8866,0.8137,0.418,129.6371,62.1406,43.9844,81.6859,37.0541,30.1193,28.525,43.4427,41.4831,1.8791,0.6048,0.2209
35,4,185.6491842,2309.221188,58.75866667,58.928,43.34933333,47.752,48.46791593,0.8103,0.7378,0.8272,0.7464,0.683,1.0928,0.0368,0.0815,0.5628,0.0559,239.3,208.1,0.1011,174.3,165.5,9e-04,0.0127,0,0.1231,0.0764,0,0.1015,0.4894,0.7247,0.8889,0.887,0.7365,0.4489,151.1821,87.5661,48.8391,94.1277,46.8382,24.5274,39.2268,57.9835,46.2637,0.9015,0.5738,0.2417
36,4,195.592319,2442.246012,59.52066667,60.11333333,45.55066667,50.71533333,53.4152348,0.8437,0.7653,0.91,0.6942,0.6842,1.0146,0.0402,0.0721,0.5373,0.0335,233.7,204.9,0.0382,168.4,164.9,0,0,0.0858,0,0.1297,0.1176,0,0.4641,0.7191,0.8903,0.8884,0.7679,0.4449,113.5743,49.3796,36.8262,70.7709,31.1303,30.1671,24.5734,39.1655,38.9089,0.9249,0.5591,0.2515
37,4,204.0724731,2823.499729,63.92333333,64.43133333,50.71533333,53.67866667,55.32669487,0.8331,0.7934,0.8667,0.7934,0.6106,1.2993,0.0333,0.0647,0.5484,0.0324,228.8,193.8,0.0529,172.4,153.3,0,0,0,0.1641,0.1293,0,0.1755,0.47,0.7551,0.8901,0.8868,0.794,0.4262,127.873,53.1221,38.4642,78.2467,34.6208,34.3701,28.8607,40.0203,44.8803,0.8747,0.5893,0.2309
38,4,211.3550171,2998.524469,62.39933333,63.07666667,56.30333333,61.89133333,62.83153973,0.9812,0.9023,1.0131,0.7544,0.4586,1.645,0.0462,0.051,0.4819,0.0564,286.7,200.9,0.0727,132.5,120,0,0,0,0.2262,0.1142,0,0.3527,0.4227,0.726,0.8908,0.8848,0.9014,0.4149,138.408,60.2727,45.9915,86.7622,38.2264,35.281,28.9409,39.3619,45.6324,1.7148,0.5593,0.2493
39,4,196.2376737,2546.138277,58.166,59.35133333,50.46133333,55.28733333,56.8868052,0.9315,0.8675,0.9794,0.7613,0.4949,1.5382,0.0446,0.0526,0.5017,0.055,260,208.3,0.0895,136.2,128.6,0,0,0,0.1983,0.105,0,0.293,0.4579,0.7301,0.8914,0.8881,0.8686,0.4232,123.4438,54.295,41.1492,77.4246,34.1347,31.9206,26.1331,39.3069,41.2536,1.4439,0.6046,0.2202
40,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.347,0.6369,0.2001
41,4,183.9643599,2230.217762,51.47733333,51.90066667,49.61466667,52.74733333,53.70960387,1.0163,0.9638,1.0315,0.7697,0.6053,1.2717,0.0354,0.0385,0.5445,0.037,233.9,195.4,0.0621,144.2,151.7,0.0065,0.0957,0,0.1894,0.1287,0,0.1661,0.4173,0.7524,0.888,0.888,0.963,0.4258,148.4257,65.2655,47.7318,92.2941,41.1268,36.7393,32.3271,41.3447,48.9369,1.3658,0.5888,0.232
42,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6748,0.5929,0.2302
43,4,179.4965337,2208.031426,56.81133333,57.15,44.11133333,46.99,48.160051,0.8222,0.7765,0.8516,0.699,0.6885,1.0152,0.0309,0.0678,0.5552,0.037,232.3,167.5,0.0953,169.1,172.4,7e-04,0.0058,0.128,0,0.0311,0.0592,0,0.5351,0.7509,0.8889,0.8889,0.7761,0.4315,145.4717,68.4174,51.0044,92.4464,41.4033,33.8949,30.4633,41.9479,45.5727,1.0215,0.5884,0.2318
44,4,195.8317902,2639.607624,60.96,61.12933333,50.038,52.324,52.99668513,0.856,0.8208,0.8742,0.7361,0.6472,1.1373,0.0259,0.0528,0.5433,0.0372,226.4,190.1,0.0577,172.5,164.5,0,0,0,0.1368,0.0574,0,0.0887,0.4676,0.765,0.8889,0.8889,0.8194,0.4201,152.5684,61.0509,43.2019,92.1105,41.0476,40.4455,35.6138,41.3652,53.8904,3.0013,0.6039,0.2205
45,4,198.8521973,2650.123732,47.752,48.514,64.17733333,66.63266667,67.41303933,1.3735,1.344,1.4117,0.7801,0.6117,1.2754,0.0435,0.1061,0.539,0.026,217.1,167.8,0.0348,152,125.4,0,0,0,0.2444,0.0646,0,0.2394,0.371,0.771,0.8912,0.8873,1.3467,0.4207,152.0813,75.5429,55.5246,97.6879,44.2174,32.8338,31.4407,43.7583,45.4596,1.1091,0.5279,0.2715
46,4,198.4228442,2596.99839,47.15933333,48.26,62.738,66.37866667,67.6171876,1.3754,1.3303,1.442,0.7971,0.5763,1.3832,0.0457,0.1081,0.525,0.0319,230.2,176.1,0.0605,137.4,126,0,0,0,0.1601,0.1459,0,0.2707,0.4809,0.7561,0.8889,0.8889,1.3333,0.4302,149.3278,66.6677,50.1628,93.8627,41.6917,36.438,31.4711,40.8168,48.1473,0.9339,0.5138,0.2815
47,4,168.2950067,1890.304463,41.82533333,42.418,56.30333333,57.658,58.22194773,1.3593,1.3462,1.3946,0.7004,0.5202,1.3463,0.0306,0.1025,0.4472,0.0156,191.2,138.9,0.0184,137.3,125.5,0,0,0,0.1544,0.1421,0,0.2102,0.489,0.7794,0.8893,0.8848,1.3452,0.3781,145.9679,63.3553,43.8625,89.3189,40.2338,36.5265,33.5763,42.5902,49.6141,0.81,0.528,0.2714
48,4,215.001094,3144.144249,58.928,58.928,63.754,66.20933333,66.8123886,1.1236,1.0819,1.1354,0.6983,0.6437,1.0848,0.0256,0.0522,0.5316,0.0372,226.7,172.8,0.0517,167.7,150.4,0,0,0,0.1113,0.0657,0,0.0962,0.4923,0.7682,0.8889,0.8863,1.0791,0.4026,154.0396,72.7821,55.6334,98.6648,43.8348,35.3469,31.0852,41.3294,47.0711,1.1196,0.5581,0.2514
49,4,218.1661626,3121.362933,51.47733333,53.25533333,66.802,69.68066667,69.9117728,1.3084,1.2977,1.3581,0.8914,0.699,1.2753,0.0555,0.103,0.5962,0.0292,244.8,172.5,0.0517,162.9,143.9,0,0,0,0.3186,0.0853,0,0.2989,0.271,0.7664,0.8898,0.8886,1.2963,0.4477,164.4307,88.7524,50.816,101.2878,49.178,30.0632,41.7602,54.2499,51.4559,1.7274,0.5288,0.2689
50,4,188.793882,2451.536316,52.23933333,52.578,54.52533333,57.23466667,58.06519587,1.0886,1.0438,1.1133,0.7861,0.5883,1.3361,0.038,0.0501,0.5514,0.0296,237.2,167.3,0.0676,163.2,141.8,0,0,0,0.1941,0.0223,0,0.215,0.4393,0.7615,0.8893,0.8877,1.0447,0.4192,148.1003,71.9431,52.3207,94.3036,42.654,33.0555,31.2975,43.4352,45.5214,1.1752,0.5589,0.2512
51,4,183.1131297,2108.110479,39.79333333,40.64,65.36266667,66.20933333,67.01382753,1.6292,1.6426,1.6684,0.6,0.6745,0.8896,0.0496,0.164,0.48,0.0141,245.8,111.3,0.0262,157.4,121,0,0,0.2356,0,0.066,0.2541,0,0.6343,0.7887,0.8876,0.8876,1.6383,0.3814,138.1765,70.3819,53.1766,90.0202,40.6233,29.6382,27.5788,42.9386,40.4847,1.6647,0.5121,0.2814
52,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,4,245.4285837,3767.913611,79.16333333,79.58666667,49.10666667,57.658,59.99262407,0.7245,0.6203,0.7588,0.7572,0.7433,1.0187,0.0539,0.1275,0.5815,0.0892,242,236.9,0.1552,188,169.3,0,0,0.0713,0,0.1234,0.1593,0,0.4567,0.6824,0.8906,0.8889,0.622,0.4828,137.676,64.6857,50.7351,88.6401,39.2889,32.6676,27.0146,39.5892,42.3905,1.1591,0.7521,0.132
54,4,198.4390071,2596.926706,58.166,58.75866667,49.95333333,55.88,57.38473833,0.951,0.8588,0.988,0.7234,0.6114,1.1833,0.0336,0.0395,0.5051,0.073,266.6,217,0.1238,171.6,152.2,0,0,0,0.1374,0.1064,0,0.1752,0.4879,0.7162,0.8906,0.8889,0.8613,0.4392,138.9472,97.1734,73.8519,100.2152,48.2139,15.1588,24.086,57.8152,28.4592,2.1749,0.6668,0.1812
55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,4,237.7739381,3620.40853,51.90066667,51.98533333,85.344,87.03733333,86.51330593,1.6743,1.6444,1.6669,0.6264,0.6721,0.932,0.0503,0.1599,0.5339,0.0217,220.7,128,0.0417,146.5,118,0,0,0.1456,0,0.2388,0.1722,0,0.5292,0.7848,0.8896,0.8886,1.6516,0.3883,132.7867,73.8279,60.6081,90.9892,40.8795,25.8823,22.3484,40.8094,34.1956,1.4712,0.6516,0.192
57,4,237.2148841,3678.867194,72.136,72.55933333,54.27133333,60.96,62.94403633,0.8401,0.7523,0.8736,0.8028,0.6772,1.1854,0.0435,0.0762,0.5855,0.0966,256.3,231.4,0.2123,171.2,165.8,0,0,0,0.1859,0.0485,0,0.2058,0.4403,0.7121,0.8889,0.8889,0.7529,0.4672,137.4434,76.3231,61.739,93.7241,42.223,26.4555,23.5614,41.6884,35.4264,2.1353,0.6522,0.1916
58,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,4,204.5038921,2568.374792,67.90266667,68.24133333,39.79333333,46.65133333,47.85326133,0.6836,0.586,0.7065,0.7868,0.6459,1.2181,0.0594,0.1477,0.5653,0.1007,261.3,239.4,0.2163,175.2,170.9,0,0,0,0.1798,0.0975,0,0.1944,0.441,0.6836,0.891,0.8889,0.5875,0.4725,140.7226,74.4933,58.5156,93.747,42.2874,28.8317,26.3059,42.3772,39.0291,NA,NA,NA
63,4,289.2630571,4958.24098,97.11266667,97.45133333,50.71533333,63.33066667,64.78040553,0.6499,0.5222,0.6676,0.7079,0.7384,0.9587,0.0671,0.1725,0.5601,0.121,256.5,248.2,0.2113,175.7,177.1,0.0102,0.0357,0.097,0,0.2854,0.246,0,0.4693,0.6399,0.8885,0.8885,0.5218,0.5028,132.1884,68.9531,54.3523,87.7509,39.4424,27.9673,24.6567,41.4003,37.2843,NA,NA,NA
64,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,4,212.3689513,2898.044383,66.97133333,67.47933333,46.228,53.25533333,54.439439,0.7892,0.6903,0.8139,0.7863,0.641,1.2268,0.045,0.0982,0.5497,0.1113,255.7,239.5,0.2524,169.1,160.7,0,0,0,0.1652,0.1047,0,0.2104,0.4658,0.6943,0.8898,0.888,0.6899,0.4647,150.2766,76.6747,60.5797,99.1922,44.4808,31.639,28.1236,41.6336,42.3315,1.473,0.7022,0.1614
