Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
182 182,2,44.5228,144.0212,13.1233,13.1233,13.208,13.2927,14.4436,1.0129,1.0065,1.0489,0.7097,0.6645,1.068,0.0197,0.0209,0.5529,0.0032,0.6,164.2,0.0015,166.5,153.2,0,0,0,0.1156,0.0133,0,0.0058,0.4777,0.7949,0.8921,0.8857,1.0164,0.4086,126.8623,56.6969,39.3628,78.2201,35.4062,31.6754,29.2191,42.6901,43.0939,0.9253,0.5488,0.2558
183 183,2,26.4552,48.2365,8.4667,8.636,7.1967,7.366,10.1635,0.8529,0.85,1.2123,0.65,0.49,1.3265,0.0295,0.0553,0.4821,0.023,202.5,3.3,0.0178,183.9,144.7,0.0074,0.0178,0,0.1688,0.0202,0,0.0162,0.4368,0.7674,0.8919,0.8684,0.825,0.3837,114.2503,113.2269,65.3604,85.5326,49.9942,-8.8207,31.3939,105.6937,32.6095,3.8965,0.5356,0.2589
184 184,2,57.2504,232.1931,17.526,17.6107,15.494,15.748,16.4334,0.8942,0.8841,0.9422,0.7585,0.686,1.1056,0.0287,0.0393,0.551,0.0188,202,3.4,0.0179,167,161.4,0,0,0,0.1617,0.0153,0,0.0228,0.4301,0.7784,0.8944,0.878,0.878,0.4274,106.2567,105.5552,76.8595,86.8212,46.8923,-5.8322,19.097,106.9825,19.9677,0.7667,0.5508,0.2562
185 185,2,53.3472,197.8706,16.002,16.002,14.6473,15.3247,18.3618,0.9577,0.9153,1.1535,0.7037,0.5979,1.177,0.0253,0.0314,0.5349,0.0249,207.4,166.1,0.0467,167.7,152.8,0,0,0,0.1104,0.0174,0,0.0311,0.5028,0.7556,0.8831,0.8774,0.9067,0.4196,96.5384,91.5551,71.3774,79.1624,41.3314,-1.9702,14.1264,97.9397,14.2631,1.8093,0.5518,0.2535
186 186,2,65.3564,299.684,20.2353,20.574,16.9333,17.6107,19.6377,0.856,0.8368,0.943,0.728,0.6946,1.0482,0.0277,0.0539,0.5648,0.029,211.6,185,0.0323,1.7,157.7,0.0026,0.011,0.1226,0,0.018,0.0162,0,0.5337,0.7729,0.8939,0.8889,0.8421,0.4289,103.897,101.7556,72.3147,83.2366,45.3214,-5.2109,19.7129,104.8069,20.39,1.8667,0.5515,0.257
188 188,2,65.2402,304.7592,19.304,19.4733,19.3887,19.4733,21.0734,1,1.0044,1.1034,0.6974,0.614,1.1357,0.0171,0.0254,0.5019,0,4.5,156.4,0,164.1,152.7,0,0,0,0.1358,0.0408,0,0.0382,0.4522,0.7948,0.8922,0.8835,1,0.3881,102.3467,81.078,43.2989,68.5391,38.205,4.0018,29.2144,82.2002,29.4872,0.9449,0.5527,0.2521
189 189,2,129.1793,1167.417,36.068,36.068,38.1,39.2853,39.8289,1.0892,1.0563,1.1095,0.7183,0.662,1.0851,0.0264,0.0392,0.5454,0.0151,192.7,184.5,0.0489,162,152.5,0,0,0,0.1059,0.0397,0,0.0407,0.5,0.7775,0.8911,0.8889,1.0588,0.4097,128.3746,55.8809,46.0777,82.0919,35.5315,33.4879,24.5721,36.2698,41.5358,2.0376,0.5855,0.2351
191 191,2,49.8869,174.4226,14.0547,14.224,15.1553,15.4093,16.3366,1.0833,1.0783,1.1693,0.6988,0.6386,1.0943,0.0198,0.0407,0.483,0.0223,149.7,156.1,0.0181,166,147.2,0.0045,0.0189,0,0.1538,0.033,0,0.0363,0.4396,0.7845,0.8875,0.882,1.0758,0.395,105.7289,105.5634,63.2302,80.6353,46.6694,-8.2515,27.8528,106.5021,29.0494,1.1148,0.5481,0.2579
192 192,2,49.5603,173.204,15.748,15.748,12.954,13.6313,15.1771,0.8656,0.8226,1.0305,0.672,0.6559,1.0246,0.0254,0.0539,0.5176,0.0311,215.1,5.2,0.0695,178.7,159.9,0,0.0103,0,0.1227,0.0275,0,0.0227,0.4658,0.75,0.8889,0.8759,0.8108,0.4227,133.8707,63.4448,50.1646,86.6024,38.3431,31.6558,25.87,39.2567,40.8821,1.0197,0.5483,0.2561
193 193,2,54.1443,202.2577,17.3567,17.526,13.8853,14.3087,16.4939,0.8164,0.8,0.9644,0.6927,0.6683,1.0365,0.0278,0.0651,0.5494,0.0266,196.2,1.4,0.0815,176.4,163.1,0,0,0,0.0744,0.0151,0,0.0119,0.5325,0.7738,0.8904,0.8844,0.8025,0.4138,87.0673,91.8712,62.8668,73.2527,40.1496,-8.5034,18.4119,114.7896,20.2807,1.8865,0.608,0.2157
