Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
LYC-128 LYC-128,1,134.5829668,1229.983203,39.20066667,39.53933333,34.71333333,37.76133333,39.19661113,0.955,0.8855,1.0021,0.7862,0.6307,1.2466,0.036,0.0372,0.5501,0.0605,250.3,198.4,0.0981,169.5,157.9,0,0,0,0.1947,0.036,0,0.119,0.4103,0.7371,0.8913,0.8889,0.8913,0.4475,130.1237,72.5296,56.5021,87.7999,39.9508,25.0963,23.862,43.5559,34.6298,1.2472,0.6013,0.2217
LYC-129 LYC-129,1,188.2097243,2330.82688,50.8,51.308,49.36066667,54.864,57.04033973,1.0693,0.9717,1.121,0.8267,0.63,1.3122,0.0488,0.0584,0.5612,0.0664,276,207,0.0865,163.3,150.2,0,0,0,0.2268,0.0704,0,0.2345,0.412,0.7172,0.8906,0.8838,0.9667,0.462,146.536,85.1677,67.1897,100.5523,45.8792,25.6907,25.7499,45.0659,36.374,0.8831,0.5156,0.281
LYC-131 LYC-131,1,297.5560131,5234.31928,64.68533333,67.39466667,93.218,103.8013333,103.9643421,1.5402,1.4411,1.6093,0.8783,0.4018,2.1857,0.0716,0.1396,0.4762,0.0539,272.2,210.3,0.1024,88.4,86.3,0,0,0,0.3316,0.1516,0,0.8905,0.3214,0.7184,0.8898,0.888,1.4426,0.4226,150.2585,77.1974,64.5653,101.0762,44.5794,31.8416,25.5175,38.7082,40.8048,2.1257,0.5726,0.2401
LYC-132 LYC-132,1,119.2112001,971.2955484,31.496,31.83466667,37.25333333,40.386,41.06665227,1.2686,1.1828,1.3065,0.7554,0.2823,2.6762,0.0381,0.0628,0.4772,0.0052,167.8,168.1,0.0024,82.9,98.8,0.0021,0.2298,0,0.2612,0.1316,0,0.2654,0.4298,0.7395,0.8911,0.8866,1.1892,0.3961,144.8357,75.5282,58.1203,95.4623,43.06,29.9197,27.5024,42.5895,40.6395,2.2151,0.5704,0.2441
LYC-133 LYC-133,1,177.2987225,2149.400719,52.40866667,52.74733333,48.09066667,51.47733333,51.70351187,0.9759,0.9176,0.9863,0.727,0.5897,1.2329,0.0345,0.0369,0.5253,0.0408,233.2,201.8,0.0841,168.3,153.2,0,0,0,0.1563,0.0998,0,0.1789,0.4309,0.7479,0.8902,0.8885,0.919,0.4125,138.4073,70.7982,56.1765,91.5344,40.892,29.7781,25.4443,40.5127,39.1682,0.689,0.5717,0.239
LYC-134 LYC-134,1,118.975251,625.2819036,38.354,38.608,8.720666667,22.77533333,28.003881,0.5899,0.2274,0.7525,0.7439,0.3157,2.3566,0.1339,0.2949,0.5979,0.1289,302.5,260.2,0.1469,244.4,272.8,0.3062,0.0179,0,0.0904,0.2116,0,0.0381,0.5242,0.2985,0.8889,0.8696,0.2222,0.7407,118.3278,61.1217,45.1034,76.8757,34.9706,25.6923,23.9924,43.0405,35.153,10.7986,0.6336,0.192
LYC-135 LYC-135,1,168.5033629,1854.139661,53.34,53.34,37.93066667,43.09533333,42.78397167,0.8079,0.7111,0.7943,0.7429,0.6698,1.109,0.0424,0.096,0.5555,0.0801,243.2,223.3,0.1835,177.9,167.6,0,0,0,0.1145,0.1146,0,0.1327,0.4813,0.7047,0.8905,0.8883,0.7103,0.4521,153.7022,79.5615,45.8689,93.9143,45.3396,30.5301,39.1699,52.0662,49.6626,1.5734,0.6671,0.1822
LYC-136 LYC-136,1,211.408391,2444.726293,38.52333333,41.23266667,78.06266667,79.84066667,78.83162627,1.9363,2.0264,2.0542,0.844,0.4593,1.8373,0.0581,0.2198,0.4566,0.0205,211.9,170.8,0.1894,91.3,63.3,0.0021,0.5974,0,0.1535,0.195,0,0.4904,0.4973,0.7813,0.8793,0.8878,2.0331,0.3864,141.3227,74.9129,59.2796,94.3855,42.3984,28.8523,25.4595,41.4255,38.4791,1.6141,0.65,0.1915
LYC-137 LYC-137,1,186.1727375,2328.317924,58.166,58.33533333,44.36533333,48.768,50.0867426,0.836,0.7627,0.8579,0.7307,0.6638,1.1009,0.0358,0.0678,0.5392,0.0512,271.3,215.1,0.0724,175.9,167,0,0,0,0.1302,0.0655,0,0.0961,0.4774,0.727,0.8894,0.8875,0.7628,0.4461,156.6787,86.762,54.3647,99.3141,47.6439,27.9876,36.7938,52.7411,46.2286,0.8677,0.7485,0.1342
LYC-138 LYC-138,1,181.5461613,2131.637314,55.88,56.134,41.99466667,47.83666667,49.08589793,0.8522,0.7515,0.8797,0.7424,0.6121,1.2129,0.0383,0.0766,0.5202,0.0655,251.4,223.4,0.1094,169.5,159.1,0,0,0,0.1386,0.1295,0,0.1631,0.4726,0.7021,0.8899,0.8879,0.75,0.4478,123.6275,94.0616,66.8811,89.7613,45.1918,8.7852,23.8751,69.7982,25.4402,1.7872,0.7199,0.1494
LYC-139 LYC-139,1,113.2484315,845.0018942,28.61733333,29.29466667,36.91466667,38.69266667,39.2190478,1.3208,1.2899,1.3786,0.7722,0.2485,3.1071,0.0333,0.0745,0.4762,0,198.983,158.1,0.0192,70.2,113,0.0031,0.0769,0,0.2722,0.0488,0,0.2692,0.3961,0.7632,0.89,0.881,1.2889,0.374,122.1996,61.76,46.5684,79.381,35.8435,27.2159,24.3294,41.7949,36.5052,0.9614,0.5714,0.2423
LYC-140 LYC-140,1,112.6767368,834.1488693,26.24666667,26.67,38.1,38.94666667,39.52875,1.4603,1.4516,1.5109,0.6452,0.671,0.9615,0.0369,0.1338,0.5135,0.0228,187.15,132,0.0204,168,132,0,0,0.0948,0,0.035,0.0548,0,0.487,0.7843,0.8911,0.8889,1.4516,0.3974,129.2566,104.8108,57.8927,88.0703,48.8627,3.4381,35.1833,84.4188,35.3509,0.7608,0.5703,0.2423
LYC-141 LYC-141,1,172.3299491,1947.379618,54.01733333,54.77933333,40.72466667,44.87333333,46.39808687,0.8192,0.7539,0.8681,0.7555,0.6113,1.2359,0.0379,0.0765,0.5428,0.0549,238,198.6,0.0597,171.4,138.3,0.022,0.0275,0,0.1851,0.1249,0,0.1628,0.4358,0.7259,0.8868,0.8889,0.7529,0.4338,163.6193,86.3899,52.8495,101.8669,48.6019,31.2622,39.3772,51.5534,50.2781,2.461,0.6843,0.1707
LYC-142 LYC-142,1,150.7248192,1499.789115,45.63533333,46.14333333,41.06333333,42.75666667,41.63602713,0.9266,0.8998,0.9366,0.4137,0.5993,0.6904,0.0485,0.0582,0.494,0.0721,242.7,225.4,0.2368,165.8,150.6,0,0,0.1132,0,0.1949,0.14,0,0.4673,0.7659,0.8894,0.8853,0.8977,0.3769,126.1071,67.7616,53.4809,84.4927,37.9953,25.9632,22.908,41.4228,34.6246,0.8451,0.6675,0.1823
LYC-143 LYC-143,1,93.66824887,589.1744489,22.52133333,22.606,32.258,32.512,34.10740787,1.4382,1.4323,1.5201,0.6579,0.6353,1.0355,0.0367,0.1262,0.5123,0.0078,168.9,137.2,0.0085,154.1,127.9,0,0,0.1111,0,0.0303,0.0424,0,0.513,0.7937,0.8889,0.8889,1.434,0.3841,132.3259,62.2162,49.0431,85.2993,37.7029,31.7394,25.6795,38.9754,40.8268,0.8765,0.5651,0.247
LYC-144 LYC-144,1,91.165807,586.8590413,27.85533333,27.85533333,24.80733333,25.56933333,26.60049713,0.9179,0.8906,0.9578,0.7082,0.6717,1.0543,0.0224,0.0334,0.5535,0.0248,199.7,186,0.0443,174.9,161.2,0,0,0,0.1084,0.0098,0,0.0182,0.4901,0.7708,0.8889,0.8821,0.8855,0.4169,125.6546,63.4719,50.1636,82.6745,36.8631,28.0949,23.3639,39.7472,36.5404,1.8728,0.5832,0.2359
LYC-145 LYC-145,1,149.2504169,1409.072451,35.64466667,36.66066667,48.17533333,50.71533333,50.83831167,1.3834,1.3515,1.4296,0.8527,0.266,3.2054,0.0473,0.096,0.5056,0.0359,242.1,190.5,0.1159,76.4,104.2,0.001,0.1212,0,0.3316,0.0734,0,0.3795,0.3322,0.7592,0.8885,0.885,1.3512,0.3905,135.1917,74.5907,40.7523,82.7958,41.0403,24.7291,36.0178,55.5272,43.6899,2.8031,0.6031,0.219
LYC-146 LYC-146,1,295.636696,4583.496209,92.79466667,93.98,42.58733333,63.33066667,64.98844847,0.6739,0.4589,0.6991,0.7646,0.719,1.0635,0.0911,0.1948,0.5691,0.1585,266.4,273.8,0.4119,214.2,209.1,0.1109,0.0088,0,0.1526,0.3525,0,0.2541,0.4184,0.5355,0.8929,0.885,0.4566,0.5696,149.8989,79.2764,62.017,99.6904,45.1966,29.8912,28.1364,43.2679,41.0505,1.1402,0.604,0.2216
LYC-147 LYC-147,1,267.8208089,4320.141897,84.75133333,85.09,51.22333333,63.33066667,64.70194493,0.7443,0.6044,0.7634,0.7852,0.6503,1.2074,0.0588,0.1273,0.5726,0.1397,261.9,257.1,0.2688,175.8,173.7,0.0046,0.0038,0,0.1331,0.146,0,0.2497,0.4893,0.6452,0.8893,0.8877,0.6025,0.4975,132.2695,61.4275,49.9633,85.6994,37.6059,32.1803,25.194,38.0575,40.8695,1.6849,0.7733,0.1208
LYC-148 LYC-148,1,224.4171449,3428.021818,70.95066667,70.95066667,54.77933333,58.84333333,59.263407,0.8294,0.7721,0.8363,0.6981,0.6945,1.0052,0.0333,0.0716,0.5547,0.0504,223,203.8,0.1294,176.9,166.4,0,0,0.113,0,0.1038,0.0727,0,0.4993,0.7435,0.8897,0.8866,0.7701,0.4322,144.838,83.6728,51.0783,92.1952,45.0443,24.2214,34.9588,55.2836,42.5299,1.082,0.7177,0.1522
LYC-149 LYC-149,1,185.5180101,2282.153142,44.78866667,46.05866667,64.09266667,65.95533333,67.01392913,1.432,1.431,1.499,0.6711,0.4348,1.5435,0.0352,0.1125,0.4586,0.0019,172.9,132.4,0.0035,110.8,120.5,3e-04,0.0406,0,0.2343,0.0844,0,0.3173,0.4082,0.7763,0.8895,0.8818,1.4313,0.3712,143.2088,125.404,76.3244,103.3111,56.7124,-1.025,34.767,91.6887,34.7821,0.6778,0.5868,0.2328
LYC-150 LYC-150,1,102.0377859,733.740468,28.448,28.53266667,31.75,32.42733333,33.45325627,1.1365,1.1161,1.1794,0.6905,0.5655,1.2211,0.0263,0.0469,0.5129,0.0145,195,168.2,0.0159,158.5,135.7,0,0,0,0.1446,0.0371,0,0.0747,0.4726,0.7801,0.8896,0.8843,1.1119,0.3872,113.4602,69.4087,49.9351,76.8531,36.381,18.4837,22.4555,50.5413,29.0844,0.5957,0.5988,0.2245
LYC-151 LYC-151,1,99.10247727,693.7118742,29.63333333,29.88733333,27.94,28.448,30.0376336,0.9518,0.9429,1.0035,0.7057,0.6486,1.0881,0.0154,0.0185,0.5375,0.0149,188.1,167.9,0.012,169.6,154.2,0,0,0,0.1043,0.0167,0,0.0224,0.5,0.7881,0.8889,0.8889,0.9429,0.4001,110.5768,97.7567,55.1476,77.9907,44.4184,-1.6695,30.2593,93.1581,30.3053,0.8229,0.5701,0.2425
LYC-152 LYC-152,1,102.24262,697.5684973,22.94466667,23.02933333,35.98333333,36.23733333,37.34501887,1.5735,1.5683,1.6336,0.7343,0.6642,1.1056,0.0439,0.1489,0.5406,0.0012,176.3,136.8,0.0012,143.9,121,0,0,0,0.0647,0.0368,0,0.0547,0.5421,0.7916,0.8895,0.8848,1.5648,0.4108,121.9054,57.9495,47.5449,79.6288,34.7743,29.5989,22.1575,36.8182,36.9737,0.6744,0.5543,0.2552
153 153,1,35.6233,84.1647,10.7527,10.8373,8.7207,9.652,10.9606,0.8906,0.811,1.0273,0.2047,0.7953,0.2574,0.0179,0.0434,0.5224,0.0117,147.6,159.5,0.0187,353.4,152.1,0,0,0.1882,0,795.2781,578.9915,0,0.4889,0.7965,0.8911,0.8911,0.9,0.398,97.3046,95.5735,60.4865,75.0117,42.3274,-6.1249,23.1695,104.8075,23.9654,0.9755,0.5447,0.2519
155 155,1,54.4695,198.2075,16.5947,16.8487,13.97,14.8167,17.3803,0.8794,0.8418,1.0527,0.699,0.602,1.161,0.0227,0.0444,0.5246,0.0451,243.6,16.1,0.0908,4.9,157.3,0,0,0,0.1448,0.0137,0,0.0244,0.4579,0.7471,0.8904,0.8784,0.8333,0.4239,84.3164,86.9352,54.9076,67.6927,38.2176,-7.7904,20.9175,110.4271,22.3211,1.9674,0.6246,0.2071
156 156,1,50.0477,177.8419,15.3247,15.4093,14.478,14.478,16.4737,0.9396,0.9448,1.0791,0.6796,0.5856,1.1604,0.0145,0.0243,0.52,0,162,161.1,0,164.2,143.5,0,0,0,0.1556,0.0048,0,0.0199,0.4444,0.8,0.8889,0.8889,0.9444,0.38,88.3749,96.2111,60.7066,74.337,41.7265,-11.1203,22.205,116.6018,24.8339,2.6664,0.5754,0.2367
158 158,1,56.5801,207.0964,17.78,17.9493,14.0547,14.478,19.0544,0.8066,0.7905,1.0768,0.7286,0.5429,1.3421,0.0284,0.0756,0.4938,0.0052,199.1,0.6,0.0145,9,156.4,3e-04,0.008,0,0.1521,0.0359,0,0.0383,0.4607,0.7765,0.9041,0.88,0.7952,0.4043,90.8354,90.463,59.2676,72.7145,40.0983,-6.3643,20.7798,107.0284,21.7326,2.2767,0.5502,0.2564
159 159,1,46.9757,156.8957,14.8167,14.9013,12.446,12.8693,14.4121,0.8636,0.84,0.9782,0.72,0.64,1.125,0.0255,0.0527,0.5502,0.0197,197.8,2.1,0.0219,170,159.7,0,0,0,0.1395,0.0106,0,0.0194,0.4605,0.7682,0.8923,0.8788,0.8406,0.4256,94.2457,102.9236,59.5249,76.6756,44.5406,-12.7208,27.1043,115.142,29.941,2.5846,0.5745,0.2394
160 160,1,57.0966,215.1609,18.9653,19.2193,14.224,14.8167,15.8265,0.7709,0.75,0.836,0.692,0.433,1.5979,0.0434,0.1198,0.4257,0.0119,13.3,1.3,0.0203,217.5,165,0.1909,0.06,0,0.1924,0.1206,0,0.091,0.4229,0.954,1.0061,0.9822,0.7477,0.0357,99.1015,100.9661,70.5174,81.8634,44.346,-7.4818,19.7043,110.7919,21.0769,1.7087,0.6258,0.1976
161 161,1,67.0788,282.6446,22.098,22.2673,16.3407,16.8487,19.1836,0.7567,0.7395,0.8648,0.7663,0.6858,1.1173,0.0365,0.0942,0.5627,0.0126,196.4,7.4,0.0238,173.6,164.9,3e-04,0.0091,0,0.1417,0.0233,0,0.0271,0.4724,0.7677,0.8889,0.8786,0.7308,0.3702,111.4698,115.2785,77.9474,91.4283,50.547,-9.6111,23.8647,111.9362,25.7273,2.6792,0.552,0.2557
162 162,1,49.7997,175.9136,15.5787,15.8327,14.0547,14.1393,16.9679,0.893,0.9022,1.1337,0.6576,0.6033,1.0901,0.018,0.0373,0.5149,0.015,164.1,168.8,0.0094,164,147.4,0,0,0,0.1347,0.0317,0,0.0082,0.4251,0.7952,0.8919,0.8859,0.9041,0.3832,127.2108,124.5243,85.9926,100.3795,55.1432,-6.8459,25.43,105.0672,26.3353,3.5712,0.5475,0.2516
163 163,1,38.3531,104.5231,12.7,12.7,9.906,10.0753,10.9195,0.7933,0.78,0.8655,0.6733,0.6733,1,0.0299,0.0808,0.5445,0.0042,3.2,1.7,0.0034,166.7,167.2,0.0075,0.0569,0.1231,0,0.0204,0.0029,0,0.4874,0.7797,0.8932,0.8762,0.7667,0.4053,95.2008,96.6896,64.6028,76.6456,42.7624,-7.3603,20.9313,109.3738,22.1877,2.0056,0.5462,0.2602
166 166,1,61.33,265.5407,18.8807,19.05,16.4253,16.9333,18.4105,0.8889,0.87,0.9751,0.7354,0.6637,1.1081,0.0233,0.0384,0.5442,0.0275,204.1,173.3,0.0224,172.3,159.6,0,0,0,0.146,0.0147,0,0.0228,0.475,0.7739,0.8902,0.8851,0.875,0.4253,101.2515,103.1682,73.8032,84.3086,45.5916,-7.1206,19.0011,110.5433,20.2915,1.9231,0.5533,0.251
167 167,1,46.0949,153.7345,14.3087,14.3087,13.8007,13.8853,15.6215,0.9704,0.9645,1.1056,0.5148,0.6036,0.8529,0.0209,0.0296,0.4607,0.0099,1,156.3,0.0075,158.5,156.7,0,0,0.1577,0,0.0294,0.029,0,0.5122,0.7853,0.8889,0.8767,0.9552,0.3719,113.0428,55.3878,35.0615,69.6956,32.4809,26.0487,27.6436,46.7015,37.983,0.7021,0.5464,0.2583
168 168,1,72.1233,322.7592,19.7273,19.812,19.9813,20.574,23.8091,1.0385,1.0129,1.2069,0.6738,0.5923,1.1377,0.0123,0.0204,0.5068,0.0099,6.4,153.8,0.0073,153.4,143,0,0,0,0.1175,0.0179,0,0.0301,0.4868,0.7355,0.8768,0.8436,0.9889,0.4411,115.7191,64.776,45.1175,75.6877,35.4215,22.046,24.5686,48.0976,33.0097,0.7952,0.5521,0.2544
169 169,1,67.3714,310.2001,21.336,21.4207,16.764,17.78,19.0699,0.83,0.7857,0.8938,0.746,0.627,1.1899,0.0316,0.074,0.5461,0.0384,222.8,184.2,0.0467,173.7,157.3,0,0,0,0.1476,0.0395,0,0.0461,0.4524,0.756,0.8927,0.8876,0.79,0.4265,106.8158,107.2068,73.1398,85.8348,47.4312,-7.2839,22.3519,108.0495,23.5088,1.3283,0.5514,0.2523
170 170,1,46.9261,157.8563,13.716,13.8007,13.8853,13.8853,15.3829,1.0061,1.0123,1.1284,0.7037,0.6173,1.14,0.0209,0.0219,0.5334,0,175.4,164.7,0,168.7,154.9,0,0,0,0.1814,0.0105,0,0.0153,0.3963,0.7975,0.8904,0.8844,1.0156,0.4065,120.5261,59.7402,44.8871,77.8414,35.0429,27.5722,24.4076,41.5161,36.8233,0.9661,0.5478,0.2593
171 171,1,47.2151,157.7345,15.24,15.24,12.192,12.5307,14.9963,0.8222,0.8,0.9894,0.7056,0.6722,1.0496,0.0269,0.0635,0.5612,0.0135,192.4,177.1,0.0391,188.4,169.1,0.0064,0.0114,0.0887,0,0.0137,0.0061,0,0.473,0.7755,0.8906,0.8837,0.7917,0.4141,125.3082,66.2636,48.0525,81.5801,37.5117,25.8674,26.0069,45.1541,36.6808,2.2002,0.5738,0.2421
172 172,1,42.9903,131.584,13.3773,13.3773,11.938,12.2767,13.1082,0.9177,0.8924,0.986,0.6582,0.6456,1.0196,0.0183,0.0349,0.5138,0.0285,205.6,9.2,0.0463,169.4,161,0,0,0.1394,0,0.0185,0.0169,0,0.5103,0.7778,0.8889,0.8889,0.8889,0.3962,95.3522,100.6141,59.08,75.2644,43.9933,-10.7279,26.5285,112.018,28.6156,1.8682,0.548,0.2562
175 175,1,59.9498,247.2253,18.3727,18.4573,15.748,16.764,18.2206,0.9083,0.8571,0.9963,0.7005,0.6083,1.1515,0.0209,0.0393,0.5178,0.0482,238.4,0.5,0.0597,169.9,156.2,0,0,0,0.1325,0.0221,0,0.0278,0.4747,0.7513,0.8916,0.881,0.8605,0.4203,108.076,110.1399,74.8715,87.9591,48.4987,-8.3336,22.8894,110.0055,24.3592,1.5441,0.5484,0.2604
176 176,1,66.7316,314.6159,21.1667,21.2513,17.1873,17.6953,19.0582,0.8327,0.812,0.9254,0.76,0.664,1.1446,0.0296,0.0614,0.57,0.0191,197.3,186.4,0.0362,173.4,170.4,0.0046,0.0171,0,0.1402,0.0124,0,0.0304,0.4785,0.7692,0.8939,0.8791,0.8,0.4274,91.4698,94.3893,62.7161,74.5478,41.5902,-7.9323,20.4597,111.1914,21.9436,1.3578,0.5808,0.2356
177 177,1,52.9965,200.9458,15.748,15.748,15.24,15.5787,17.3038,0.9892,0.9677,1.0825,0.6774,0.6505,1.0413,0.0212,0.0232,0.5286,0.0251,203.7,169,0.0228,170.9,153.5,0,0,0.071,0,0.0203,0.0181,0,0.4402,0.7869,0.8944,0.8889,0.973,0.4029,117.259,53.6574,40.3361,74.1617,32.9759,29.3913,24.6378,39.972,38.352,0.6355,0.549,0.2529
178 178,1,62.8369,268.7737,20.4893,20.4893,15.4093,16.256,18.0494,0.7934,0.7521,0.8845,0.7066,0.6074,1.1633,0.0318,0.0878,0.5133,0.042,214,197.1,0.0933,170.4,159.5,0,0,0,0.1125,0.0367,0,0.038,0.4896,0.7539,0.8889,0.8834,0.75,0.4208,88.4818,88.104,60.8111,71.12,39.214,-5.4791,18.0825,106.8572,18.8944,2.824,0.5505,0.2576
179 179,1,46.1616,153.885,13.716,13.716,14.0547,14.0547,15.4662,1.0247,1.0247,1.101,0.6605,0.6173,1.07,0.0113,0.0172,0.5013,0,172,154,0,162.7,142.8,0.0023,0.0093,0,0.1181,0.012,0,0.0122,0.4819,0.8,0.8919,0.8859,1.0313,0.3818,111.4978,53.5829,39.8616,71.2263,31.7949,26.8916,23.1243,40.6925,35.4668,0.9468,0.5491,0.2569
180 180,1,45.4106,143.3546,13.2927,13.462,12.7847,13.208,14.3231,0.9811,0.9618,1.0843,0.6561,0.6879,0.9537,0.0243,0.0262,0.5418,0.0355,216.2,161.7,0.053,164.5,153.3,0,0,0.1656,0,0.0129,0.0245,0,0.5256,0.7742,0.8955,0.8889,0.9677,0.4156,105.2179,107.6823,74.7952,86.3474,47.5521,-8.161,21.2484,111.0106,22.7617,3.0079,0.5181,0.2791
181 181,1,47.1981,158.8527,14.478,14.5627,13.716,13.8853,15.7565,0.9535,0.9474,1.078,0.6316,0.6082,1.0385,0.012,0.0207,0.5105,0.0091,162.6,161,0.0185,169.4,149.6,9e-04,0.0095,0.1062,0,0.0113,0.0096,0,0.5122,0.7853,0.8889,0.8828,0.9412,0.383,120.1686,51.5726,39.686,75.2229,32.9291,32.0206,25.1924,38.1942,40.7428,1.3874,0.5492,0.2542
182 182,1,46.5619,151.3975,13.208,13.3773,14.0547,14.3087,15.301,1.0696,1.0641,1.0784,0.7308,0.5385,1.3571,0.0287,0.0337,0.5213,0.0389,227.7,173.6,0.0535,169.7,140.1,0.0062,0.0213,0,0.1752,0.0225,0,0.0452,0.432,0.7857,0.8919,0.8859,1.0645,0.3913,125.1841,55.5258,40.8778,78.1418,34.8522,31.7774,27.2461,40.61,41.8587,1.8649,0.5503,0.2549
183 183,1,29.0653,57.8135,9.144,9.2287,7.62,8.0433,12.1024,0.8716,0.8333,1.3357,0.7315,0.5093,1.4364,0.0342,0.0526,0.5217,0.0105,213.5,168.4,0.0124,163.5,148.9,0,0,0,0.1949,0.0137,0,0.0294,0.4105,0.766,0.9,0.8889,0.8372,0.397,122.9518,113.7018,64.3118,88.3988,50.9801,-5.0454,33.758,98.5004,34.1329,3.0793,0.5357,0.2647
184 184,1,48.8914,169.7631,15.3247,15.3247,13.716,13.8853,16.1454,0.9061,0.895,1.0617,0.6464,0.5967,1.0833,0.0196,0.0435,0.4988,0.0222,7.4,151.2,0.0224,175,162.8,0,0,0.1183,0,0.0283,0.0266,0,0.5183,0.7853,0.8889,0.8828,0.8889,0.3887,90.4952,98.6255,58.3983,73.9553,42.8692,-11.8481,25.2333,115.1521,27.8765,2.9843,0.5533,0.253
185 185,1,63.1295,272.8812,20.2353,20.4893,15.8327,16.6793,19.3207,0.814,0.7824,0.9548,0.7113,0.6192,1.1486,0.0285,0.0679,0.5263,0.0152,200.4,5.8,0.0139,171.4,155.4,0.0018,0.0074,0,0.1447,0.027,0,0.0261,0.4365,0.7551,0.8916,0.881,0.7789,0.4198,115.0119,113.6341,83.3824,94.1851,50.4845,-5.9521,20.0119,106.5639,20.8783,1.7617,0.5513,0.2513
186 186,1,50.7456,184.5659,15.9173,15.9173,14.0547,14.3087,16.0764,0.8989,0.883,1.0153,0.6702,0.6489,1.0328,0.0162,0.0368,0.5319,0,181.5,155.1,0,9.4,161.1,0.0109,0.0113,0.1224,0,0.0053,0.0012,0,0.5089,0.7857,0.8919,0.8859,0.88,0.396,93.6461,96.3739,64.4188,76.4318,42.4936,-7.86,20.6806,110.8101,22.1239,1.7533,0.5525,0.2532
188 188,1,66.7436,316.9313,19.9813,19.9813,19.05,19.4733,21.8639,0.9746,0.9534,1.0988,0.6737,0.6737,1,0.0188,0.025,0.5136,0.013,193.8,160.6,0.0127,170.6,162.6,0,0,0.1041,0,0.0367,0.0362,0,0.4957,0.7773,0.89,0.8812,0.9468,0.4055,97.6016,79.0236,47.0066,68.0509,36.9845,3.4379,24.9342,82.1496,25.1701,1.1921,0.5525,0.2533
189 189,1,133.8525,1248.0764,39.2853,39.2853,37.6767,38.7773,39.3977,0.9871,0.9591,1.005,0.7306,0.6466,1.13,0.0234,0.023,0.536,0.0351,222.4,189.7,0.0736,164.1,156.6,0,0,0,0.1241,0.0361,0,0.0647,0.4782,0.7746,0.8894,0.885,0.9568,0.4091,123.2953,57.7972,48.0879,80.6475,35.0446,30.3115,22.161,36.1709,37.5486,1.3871,0.5861,0.2327
191 191,1,39.8516,112.2077,11.938,11.938,11.7687,12.0227,12.6394,1.0071,0.9858,1.0662,0.5957,0.6312,0.9438,0.0143,0.0146,0.5044,0.0211,203.7,161.8,0.0281,165.8,144.9,6e-04,0.0115,0.1142,0,0.0086,0.013,0,0.5,0.7801,0.8943,0.88,0.9821,0.3818,104.4448,106.7663,66.0216,81.9526,46.9768,-9.3127,26.3972,109.4324,27.9918,1.1787,0.5478,0.2516
192 192,1,49.5893,172.8814,15.5787,15.5787,12.954,13.5467,15.7294,0.8696,0.8315,1.0151,0.6902,0.6576,1.0496,0.0223,0.048,0.5411,0.0219,199.5,1.6,0.0129,190.5,161.4,0.0066,0.0087,0.0865,0,0.0084,0.0083,0,0.4813,0.7547,0.8889,0.8759,0.8219,0.4294,121.7221,50.3942,39.3048,75.7715,33.0274,33.2585,25.7419,37.7397,42.0568,0.9191,0.5505,0.2539
193 193,1,57.6833,231.5193,18.034,18.034,15.4093,15.748,16.7692,0.8732,0.8545,0.9342,0.723,0.6291,1.1493,0.0209,0.0473,0.5412,0.0244,201.5,166.6,0.031,167.9,163.9,0,0,0,0.1303,0.0098,0,0.021,0.457,0.7784,0.8889,0.8834,0.8571,0.4117,86.4074,90.537,60.9807,71.896,39.5816,-8.2123,18.9546,113.4252,20.6571,3.5021,0.6078,0.2158
